w_rad_fs,spectrum_dB
4.399800511352505,-299.9846022408817
4.406083696659685,-299.9969069296208
4.412366881966864,-299.92036664047896
4.4186500672740445,-299.97903206891567
4.424933252581224,-299.99618034802114
4.431216437888404,-299.99996179336017
4.437499623195583,-299.98778678825437
4.443782808502763,-299.9952157951294
4.450065993809942,-299.9829858686525
4.4563491791171215,-299.9992146642226
4.462632364424302,-299.9946626455004
4.468915549731481,-299.9788741505435
4.475198735038661,-299.9898710272742
4.48148192034584,-299.9973680905928
4.48776510565302,-299.98390115883115
4.494048290960199,-299.9992153519102
4.500331476267379,-299.99905932911025
4.506614661574559,-299.9957543748005
4.512897846881738,-299.9906834867841
4.519181032188918,-299.99123458933593
4.525464217496097,-299.99426708960004
4.531747402803277,-299.99940777522016
4.538030588110456,-299.99103204785195
4.544313773417636,-299.9973289931721
4.550596958724816,-299.9997790480453
4.556880144031996,-299.99055804103386
4.563163329339175,-299.99913978998774
4.569446514646354,-299.9973989324315
4.575729699953534,-299.9967241720663
4.582012885260713,-299.98908784698426
4.5882960705678935,-299.9993468732544
4.594579255875073,-299.9966514732551
4.600862441182253,-299.9885108813278
4.607145626489432,-299.99201559764356
4.613428811796612,-299.98916446747785
4.619711997103791,-299.97441602497497
4.62599518241097,-299.9851712846118
4.63227836771815,-299.9739775989153
4.63856155302533,-299.99793567532384
4.644844738332509,-299.98987388319006
4.651127923639688,-299.99125906802794
4.657411108946868,-299.99889292671537
4.663694294254047,-299.99777451172037
4.669977479561227,-299.9962247607606
4.676260664868407,-299.98819336291314
4.682543850175587,-299.99096951964225
4.688827035482766,-299.9895012500583
4.695110220789946,-299.99787742400474
4.701393406097125,-299.98737766903906
4.707676591404304,-299.9962089739922
4.7139597767114845,-299.9970289715716
4.720242962018664,-299.99118842057925
4.726526147325844,-299.98656325839204
4.732809332633023,-299.99734840158237
4.739092517940203,-299.9870839291723
4.745375703247382,-299.99013697469786
4.751658888554562,-299.99281425861295
4.7579420738617415,-299.98134561559004
4.764225259168921,-299.9959100160528
4.770508444476101,-299.9999285354498
4.77679162978328,-299.990915080068
4.78307481509046,-299.98154071357544
4.789358000397639,-299.9891480908344
4.795641185704819,-299.9934584842614
4.8019243710119985,-299.9959224509868
4.808207556319179,-299.9980974294489
4.814490741626358,-299.8932471324117
4.820773926933538,-299.9352327683249
4.827057112240717,-299.9026308252886
4.833340297547896,-299.9722215907456
4.839623482855076,-299.97639521461787
4.845906668162256,-299.98124923062926
4.852189853469436,-299.995363218176
4.858473038776615,-299.9783551472945
4.864756224083795,-299.99447411976723
4.871039409390974,-299.9895620231572
4.877322594698154,-299.95115317080956
4.883605780005333,-299.9663291231893
4.889888965312513,-299.9823419227807
4.896172150619693,-299.98251829600395
4.902455335926872,-299.9888095107111
4.908738521234052,-299.97464911638383
4.915021706541231,-299.9938942221497
4.921304891848411,-299.98083561166607
4.92758807715559,-299.99204248911315
4.9338712624627705,-299.9947095867095
4.94015444776995,-299.97545708736874
4.946437633077129,-299.9902902864429
4.952720818384309,-299.9943574574332
4.959004003691488,-299.9906642668519
4.965287188998668,-299.9928612907281
4.9715703743058475,-299.998321609955
